state-name,constituency-name,candidate-name,category,party-name,total-votes,candidate-vote-share,result,phone-number,email-address
Bihar,Nawada,Chandan Singh,GENERAL,LJP,495684,52.47,Winner,Not Found,Not Found
Bihar,Nawada,Vibha Devi,GENERAL,RJD,347612,36.8,2nd place,Not Found,Not Found
Bihar,Nawada,NOTA,,NOTA,35147,3.72,3rd place,NA,NA
Bihar,Jamui (SC),CHIRAG KUMAR PASWAN,SC,LJP,529134,55.72,Winner,Not Found,Not Found
Bihar,Jamui (SC),BHUDEO CHOUDHARY,SC,BLSP,288085,30.34,2nd place,Not Found,Not Found
Bihar,Jamui (SC),NOTA,,NOTA,39496,4.16,3rd place,NA,NA
Goa,North Goa,SHRIPAD YESSO NAIK,GENERAL,BJP,244844,57.07,Winner,Not Found,Not Found
Goa,North Goa,GIRISH RAYA CHODANKAR,GENERAL,INC,164597,38.37,2nd place,Not Found,Not Found
Goa,North Goa,NOTA,,NOTA,7063,1.65,3rd place,NA,NA
Goa,South Goa,COSME FRANCISCO CAITANO SARDINHA,GENERAL,INC,201561,47.46,Winner,Not Found,Not Found
Goa,South Goa,ADV. NARENDRA SAWAIKAR,GENERAL,BJP,191806,45.16,2nd place,Not Found,Not Found
Goa,South Goa,ELVIS GOMES,GENERAL,AAAP,20891,4.92,3rd place,Not Found,Not Found
Gujarat,Kachchh,CHAVDA VINOD LAKHAMSHI,SC,BJP,637034,62.2,Winner,Not Found,Not Found
Gujarat,Kachchh,NARESH NARANBHAI MAHESHWARI,SC,INC,331521,32.37,2nd place,Not Found,Not Found
Gujarat,Kachchh,NOTA,,NOTA,18761,1.83,3rd place,NA,NA
Gujarat,Banaskantha,PARBATBHAI SAVABHAI PATEL,GENERAL,BJP,679108,61.53,Winner,Not Found,Not Found
Gujarat,Banaskantha,PARTHIBHAI GALBABHAI BHATOL,GENERAL,INC,310812,28.16,2nd place,Not Found,Not Found
Gujarat,Banaskantha,THAKOR SWARUPJI SARDARJI,GENERAL,IND,48634,4.41,3rd place,Not Found,Not Found
Gujarat,Patan,DABHI BHARATSINHJI SHANKARJI,GENERAL,BJP,633368,56.13,Winner,Not Found,Not Found
Gujarat,Patan,JAGDISH THAKOR,GENERAL,INC,439489,38.95,2nd place,Not Found,Not Found
Gujarat,Patan,NOTA,,NOTA,14327,1.27,3rd place,NA,NA
Gujarat,Mahesana,SHARDABEN ANILBHAI PATEL,GENERAL,BJP,659525,60.8,Winner,Not Found,Not Found
Gujarat,Mahesana,A. J. Patel,GENERAL,INC,378006,34.85,2nd place,Not Found,Not Found
Gujarat,Mahesana,NOTA,,NOTA,12067,1.11,3rd place,NA,NA
Gujarat,Sabarkantha,RATHOD DIPSINH SHANKARSINH,GENERAL,BJP,701983,57.49,Winner,Not Found,Not Found
Gujarat,Sabarkantha,THAKOR RAJENDRASINH SHIVSINH,GENERAL,INC,432997,35.46,2nd place,Not Found,Not Found
Gujarat,Sabarkantha,RAVAL RAJUBHAI PUNJABHAI,GENERAL,IND,17175,1.41,3rd place,Not Found,Not Found
Gujarat,Gandhinagar,AMIT SHAH,GENERAL,BJP,894624,69.58,Winner,Not Found,Not Found
Gujarat,Gandhinagar,Dr. C. J. CHAVDA,GENERAL,INC,337610,26.26,2nd place,Not Found,Not Found
Gujarat,Gandhinagar,NOTA,,NOTA,14214,1.11,3rd place,NA,NA
Gujarat,Ahmedabad East,Patel Hasmukhbhai Somabhai,GENERAL,BJP,749834,67.01,Winner,Not Found,Not Found
Gujarat,Ahmedabad East,Gitaben Patel,GENERAL,INC,315504,28.19,2nd place,Not Found,Not Found
Gujarat,Ahmedabad East,Vaghela Ganeshbhai Narsinhbhai,SC,BSP,9121,0.82,3rd place,Not Found,Not Found
Gujarat,Ahmedabad West,DR. KIRIT P. SOLANKI,SC,BJP,641622,64.21,Winner,Not Found,Not Found
Gujarat,Ahmedabad West,RAJU PARMAR,SC,INC,320076,32.03,2nd place,Not Found,Not Found
Gujarat,Ahmedabad West,NOTA,,NOTA,14719,1.47,3rd place,NA,NA
Gujarat,Surendranagar,Dr. MUNJAPARA MAHENDRABHAI,GENERAL,BJP,631844,58.49,Winner,Not Found,Not Found
Gujarat,Surendranagar,KOLI PATEL SOMABHAI GANDALAL,GENERAL,INC,354407,32.81,2nd place,Not Found,Not Found
Gujarat,Surendranagar,ADVOCATE SHAILESH N. SOLANKI,SC,BSP,12860,1.19,3rd place,Not Found,Not Found
Gujarat,Rajkot,KUNDARIA MOHANBHAI KALYANJIBHAI,GENERAL,BJP,758645,63.42,Winner,Not Found,Not Found
Gujarat,Rajkot,KAGATHARA LALITBHAI,GENERAL,INC,390238,32.62,2nd place,Not Found,Not Found
Gujarat,Rajkot,NOTA,,NOTA,18318,1.53,3rd place,NA,NA
Gujarat,Porbandar,RAMESHBHAI LAVJIBHAI DHADUK,GENERAL,BJP,563881,59.29,Winner,Not Found,Not Found
Gujarat,Porbandar,LALIT VASOYA,GENERAL,INC,334058,35.12,2nd place,Not Found,Not Found
Gujarat,Porbandar,SAMATBHAI GOVABHAI KADAVALA,GENERAL,BSP,10092,1.06,3rd place,Not Found,Not Found
Gujarat,Jamnagar,POONAMBEN HEMATBHAI MAADAM,GENERAL,BJP,591588,58.49,Winner,Not Found,Not Found
Gujarat,Jamnagar,KANDORIYA MULUBHAI RANMALBHAI,GENERAL,INC,354784,35.08,2nd place,Not Found,Not Found
Gujarat,Jamnagar,DALVADI NAKUM RASIK LALJI,GENERAL,IND,10060,0.99,3rd place,Not Found,Not Found
Gujarat,Junagadh,CHUDASAMA RAJESHBHAI NARANBHAI,GENERAL,BJP,547744,54.38,Winner,Not Found,Not Found
Gujarat,Junagadh,VANSH PUNJABHAI BHIMABHAI,GENERAL,INC,397533,39.47,2nd place,Not Found,Not Found
Gujarat,Junagadh,DEVEN GOVINDBHAI VANVI,SC,BSP,25691,2.55,3rd place,Not Found,Not Found
Gujarat,Amreli,Kachhadiya Naranbhai Bhikhabhai,GENERAL,BJP,529035,58.04,Winner,Not Found,Not Found
Gujarat,Amreli,Paresh Dhanani,GENERAL,INC,327604,35.94,2nd place,Not Found,Not Found
Gujarat,Amreli,NOTA,,NOTA,17567,1.93,3rd place,NA,NA
Gujarat,Bhavnagar,DR.BHARATIBEN DHIRUBHAI SHIYAL,GENERAL,BJP,661273,63.33,Winner,Not Found,Not Found
Gujarat,Bhavnagar,PATEL MANHARBHAI NAGJIBHAI (VASANI),GENERAL,INC,331754,31.77,2nd place,Not Found,Not Found
Gujarat,Bhavnagar,NOTA,,NOTA,16383,1.57,3rd place,NA,NA
Gujarat,Anand,PATEL MITESH RAMESHBHAI (BAKABHAI),GENERAL,BJP,633097,57.03,Winner,Not Found,Not Found
Gujarat,Anand,BHARATBHAI MADHAVSINH SOLANKI,GENERAL,INC,435379,39.22,2nd place,Not Found,Not Found
Gujarat,Anand,NOTA,,NOTA,18392,1.66,3rd place,NA,NA
Gujarat,Kheda,Chauhan Devusinh,GENERAL,BJP,714572,64.89,Winner,Not Found,Not Found
Gujarat,Kheda,Bimal Shah,GENERAL,INC,347427,31.55,2nd place,Not Found,Not Found
Gujarat,Kheda,NOTA,,NOTA,18277,1.66,3rd place,NA,NA
Gujarat,Panchmahal,Ratansinh Magansinh Rathod,GENERAL,BJP,732136,67.43,Winner,Not Found,Not Found
Gujarat,Panchmahal,Khant Vechatbhai Kuberbhai,GENERAL,INC,303595,27.96,2nd place,Not Found,Not Found
Gujarat,Panchmahal,NOTA,,NOTA,20133,1.85,3rd place,NA,NA
Gujarat,Dahod,JASHVANTSINH SUMANBHAI BHABHOR,ST,BJP,561760,52.78,Winner,Not Found,Not Found
Gujarat,Dahod,KATARA BABUBHAI KHIMABHAI,ST,INC,434164,40.79,2nd place,Not Found,Not Found
Gujarat,Dahod,NOTA,,NOTA,31936,3.0,3rd place,NA,NA
Gujarat,Vadodara,RANJANBEN BHATT,GENERAL,BJP,883719,72.22,Winner,Not Found,Not Found
Gujarat,Vadodara,PRASHANT PATEL (TIKO),GENERAL,INC,294542,24.07,2nd place,Not Found,Not Found
Gujarat,Vadodara,NOTA,,NOTA,16999,1.39,3rd place,NA,NA
Gujarat,Chhota Udaipur,RATHVA GITABEN VAJESINGBHAI,ST,BJP,764445,61.9,Winner,Not Found,Not Found
Gujarat,Chhota Udaipur,RATHAVA RANJITSINH MOHANSINH,ST,INC,386502,31.29,2nd place,Not Found,Not Found
Gujarat,Chhota Udaipur,NOTA,,NOTA,32868,2.66,3rd place,NA,NA
Gujarat,Bharuch,Mansukhbhai Dhanjibhai Vasava,ST,BJP,637795,55.43,Winner,Not Found,Not Found
Gujarat,Bharuch,Sherkhan Abdulsakur Pathan,GENERAL,INC,303581,26.38,2nd place,Not Found,Not Found
Gujarat,Bharuch,Chhotubhai Amarsinh Vasava,ST,BTP,144083,12.52,3rd place,Not Found,Not Found
Gujarat,Bardoli,PARBHUBHAI NAGARBHAI VASAVA,ST,BJP,742273,55.0,Winner,Not Found,Not Found
Gujarat,Bardoli,CHAUDHARI DR. TUSHARBHAI AMARSINHBHAI,ST,INC,526826,39.03,2nd place,Not Found,Not Found
Gujarat,Bardoli,NOTA,,NOTA,22914,1.7,3rd place,NA,NA
Gujarat,Surat,Darshana Vikram Jardosh,GENERAL,BJP,795651,74.41,Winner,Not Found,Not Found
Gujarat,Surat,Ashok Patel (Adhevada),GENERAL,INC,247421,23.14,2nd place,Not Found,Not Found
Gujarat,Surat,NOTA,,NOTA,10532,0.98,3rd place,NA,NA
Gujarat,Navsari,C. R. Patil,GENERAL,BJP,972739,74.3,Winner,Not Found,Not Found
Gujarat,Navsari,PATEL DHARMESHBHAI BHIMBHAI,GENERAL,INC,283071,21.62,2nd place,Not Found,Not Found
Gujarat,Navsari,VINEETA ANIRUDDH SINH,GENERAL,BSP,9366,0.72,3rd place,Not Found,Not Found
Gujarat,Valsad,Dr.K.C.PATEL,ST,BJP,771980,61.2,Winner,Not Found,Not Found
Gujarat,Valsad,CHAUDHARI JITUBHAI HARJIBHAI,ST,INC,418183,33.15,2nd place,Not Found,Not Found
Gujarat,Valsad,NOTA,,NOTA,19307,1.53,3rd place,NA,NA
Haryana,Ambala,RATTAN LAL KATARIA,SC,BJP,746508,56.64,Winner,Not Found,Not Found
Haryana,Ambala,SELJA,SC,INC,404163,30.67,2nd place,Not Found,Not Found
Haryana,Ambala,NARESH KUMAR,SC,BSP,96296,7.31,3rd place,Not Found,Not Found
Haryana,Kurukshetra,NAYAB SINGH,GENERAL,BJP,688629,55.93,Winner,Not Found,Not Found
Haryana,Kurukshetra,NIRMAL SINGH,GENERAL,INC,304038,24.7,2nd place,Not Found,Not Found
Haryana,Kurukshetra,SHASHI,GENERAL,BSP,75625,6.14,3rd place,Not Found,Not Found
Haryana,Sirsa,Sunita Duggal,SC,BJP,714351,52.13,Winner,Not Found,Not Found
Haryana,Sirsa,Ashok Tanwar,SC,INC,404433,29.51,2nd place,Not Found,Not Found
Haryana,Sirsa,Nirmal Singh Malri,SC,JNJP,95914,7.0,3rd place,Not Found,Not Found
Haryana,Hisar,BRIJENDRA SINGH,GENERAL,BJP,603289,51.04,Winner,Not Found,Not Found
Haryana,Hisar,DUSHYANT CHAUTALA,GENERAL,JNJP,289221,24.47,2nd place,Not Found,Not Found
Haryana,Hisar,BHAVYA BISHNOI,GENERAL,INC,184369,15.6,3rd place,Not Found,Not Found
Haryana,Karnal,Sanjay Bhatia,GENERAL,BJP,911594,70.04,Winner,Not Found,Not Found
Haryana,Karnal,Kuldip Sharma,GENERAL,INC,255452,19.63,2nd place,Not Found,Not Found
Haryana,Karnal,Pankaj,GENERAL,BSP,67183,5.16,3rd place,Not Found,Not Found
Haryana,Sonipat,RAMESH CHANDER KAUSHIK,GENERAL,BJP,587664,51.95,Winner,Not Found,Not Found
Haryana,Sonipat,BHUPINDER SINGH HOODA,GENERAL,INC,422800,37.38,2nd place,Not Found,Not Found
Haryana,Sonipat,DIGVIJAY SINGH CHAUTALA,GENERAL,JNJP,51162,4.52,3rd place,Not Found,Not Found
Haryana,Rohtak,ARVIND KUMAR SHARMA,GENERAL,BJP,573845,46.84,Winner,Not Found,Not Found
Haryana,Rohtak,DEEPENDER SINGH HOODA,GENERAL,INC,566342,46.23,2nd place,Not Found,Not Found
Haryana,Rohtak,KISHAN LAL PANCHAL,GENERAL,BSP,38364,3.13,3rd place,Not Found,Not Found
Haryana,Bhiwani-Mahendragarh,Dharambir Singh S/o Bhale Ram,GENERAL,BJP,736699,63.19,Winner,Not Found,Not Found
Haryana,Bhiwani-Mahendragarh,Shruti Choudhry,GENERAL,INC,292236,25.07,2nd place,Not Found,Not Found
Haryana,Bhiwani-Mahendragarh,Swati Yadav,GENERAL,JNJP,84956,7.29,3rd place,Not Found,Not Found
Haryana,Gurgaon,RAO INDERJIT SINGH,GENERAL,BJP,881546,60.88,Winner,Not Found,Not Found
Haryana,Gurgaon,CAPT. AJAY SINGH,GENERAL,INC,495290,34.2,2nd place,Not Found,Not Found
Haryana,Gurgaon,CHAUDHARY RAIS AHMAD,GENERAL,BSP,26756,1.85,3rd place,Not Found,Not Found
Haryana,Faridabad,KRISHAN PAL,GENERAL,BJP,913222,68.76,Winner,Not Found,Not Found
Haryana,Faridabad,AVTAR SINGH BHADANA,GENERAL,INC,274983,20.7,2nd place,Not Found,Not Found
Haryana,Faridabad,MANDHIR MAAN,GENERAL,BSP,86752,6.53,3rd place,Not Found,Not Found
Himachal Pradesh,Kangra,Kishan Kapoor,ST,BJP,725218,71.84,Winner,Not Found,Not Found
Himachal Pradesh,Kangra,Pawan Kajal,GENERAL,INC,247595,24.53,2nd place,Not Found,Not Found
Himachal Pradesh,Kangra,NOTA,,NOTA,11327,1.12,3rd place,NA,NA
Himachal Pradesh,Mandi,RAM SWAROOP SHARMA,GENERAL,BJP,647189,68.62,Winner,Not Found,Not Found
Himachal Pradesh,Mandi,AASHRAY SHARMA,GENERAL,INC,241730,25.63,2nd place,Not Found,Not Found
Himachal Pradesh,Mandi,DALEEP SINGH KAITH,GENERAL,CPIM,14838,1.57,3rd place,Not Found,Not Found
Himachal Pradesh,Hamirpur,ANURAG SINGH THAKUR,GENERAL,BJP,682692,68.81,Winner,Not Found,Not Found
Uttar Pradesh,Hamirpur,KUNWAR PUSHPENDRA SINGH CHANDEL,GENERAL,BJP,575122,52.76,2nd place,Not Found,Not Found
Uttar Pradesh,Hamirpur,DILIP KUMAR SINGH,GENERAL,BSP,326470,29.95,3rd place,Not Found,Not Found
Himachal Pradesh,Shimla,SURESH KUMAR KASHYAP,SC,BJP,606182,66.24,Winner,Not Found,Not Found
Himachal Pradesh,Shimla,DHANI RAM SHANDIL,SC,INC,278668,30.45,2nd place,Not Found,Not Found
Himachal Pradesh,Shimla,NOTA,,NOTA,8357,0.91,3rd place,NA,NA
Jammu & Kashmir,Baramulla,MOHAMMAD AKBAR LONE,GENERAL,JKN,133426,29.26,Winner,Not Found,Not Found
Jammu & Kashmir,Baramulla,RAJA AIJAZ ALI,GENERAL,JPC,103193,22.63,2nd place,Not Found,Not Found
Jammu & Kashmir,Baramulla,ENGINEER RASHID,GENERAL,IND,102168,22.41,3rd place,Not Found,Not Found
Jammu & Kashmir,Srinagar,Farooq Abdullah,GENERAL,JKN,106750,57.13,Winner,Not Found,Not Found
Jammu & Kashmir,Srinagar,Aga Syed Mohsin,GENERAL,PDP,36700,19.64,2nd place,Not Found,Not Found
Jammu & Kashmir,Srinagar,Irfan Raza Ansari,GENERAL,JPC,28773,15.4,3rd place,Not Found,Not Found
Jammu & Kashmir,Anantnag,HASNAIN MASOODI,GENERAL,JKN,40180,32.02,Winner,Not Found,Not Found
Jammu & Kashmir,Anantnag,GHULAM AHMAD MIR,GENERAL,INC,33504,26.7,2nd place,Not Found,Not Found
Jammu & Kashmir,Anantnag,MEHBOOBA MUFTI,GENERAL,JKPDP,30524,24.33,3rd place,Not Found,Not Found
Jammu & Kashmir,Ladakh,Jamyang Tsering Namgyal,ST,BJP,42914,33.7,Winner,Not Found,Not Found
Jammu & Kashmir,Ladakh,Sajjad Hussain,ST,IND,31984,25.12,2nd place,Not Found,Not Found
Jammu & Kashmir,Ladakh,Asgar Ali Karbalai,ST,IND,29365,23.06,3rd place,Not Found,Not Found
Jammu & Kashmir,Udhampur,DR. JITENDRA SINGH,GENERAL,BJP,724311,61.24,Winner,Not Found,Not Found
Jammu & Kashmir,Udhampur,VIKRAMADITYA SINGH,GENERAL,INC,367059,31.04,2nd place,Not Found,Not Found
Jammu & Kashmir,Udhampur,HARSH DEV SINGH,GENERAL,JKNPP,24319,2.06,3rd place,Not Found,Not Found
Jammu & Kashmir,Jammu,Jugal Kishore,GENERAL,BJP,858066,57.81,Winner,Not Found,Not Found
Jammu & Kashmir,Jammu,Raman Bhalla,GENERAL,INC,555191,37.4,2nd place,Not Found,Not Found
Jammu & Kashmir,Jammu,Badri Nath,SC,BSP,14276,0.96,3rd place,Not Found,Not Found
Karnataka,Chikkodi,ANNASAHEB SHANKAR JOLLE,GENERAL,BJP,645017,52.89,Winner,Not Found,Not Found
Karnataka,Chikkodi,PRAKASH BABANNA HUKKERI,GENERAL,INC,526140,43.14,2nd place,Not Found,Not Found
Karnataka,Chikkodi,MACHENDRA DAVALU KADAPURE,SC,BSP,15575,1.28,3rd place,Not Found,Not Found
Karnataka,Belgaum,ANGADI SURESH CHANNABASAPPA,GENERAL,BJP,761991,63.12,Winner,Not Found,Not Found
Karnataka,Belgaum,Dr.SADHUNAVAR,GENERAL,INC,370687,30.71,2nd place,Not Found,Not Found
Karnataka,Belgaum,GANESH M DADDIKAR,GENERAL,IND,8151,0.68,3rd place,Not Found,Not Found
Karnataka,Bagalkot,Gaddigoudar Parvatagouda Chandanagouda,GENERAL,BJP,664638,55.17,Winner,Not Found,Not Found
Karnataka,Bagalkot,Veena Kashappanavar,GENERAL,INC,496451,41.21,2nd place,Not Found,Not Found
Karnataka,Bagalkot,NOTA,,NOTA,11328,0.94,3rd place,NA,NA
Karnataka,Bijapur,JIGAJINAGI RAMESH CHANDAPPA,SC,BJP,635867,57.16,Winner,Not Found,Not Found
Karnataka,Bijapur,DR. SUNITA DEVANAND CHAVAN,SC,JD(S),377829,33.96,2nd place,Not Found,Not Found
Karnataka,Bijapur,DHAREPPA MAHADEV ARDHAVAR,SC,IND,23706,2.13,3rd place,Not Found,Not Found
Karnataka,Gulbarga,DR. UMESH G JADHAV,SC,BJP,620192,52.1,Winner,Not Found,Not Found
Karnataka,Gulbarga,MALLIKARJUN KHARGE,SC,INC,524740,44.08,2nd place,Not Found,Not Found
Karnataka,Gulbarga,K. B. VASU,SC,BSP,10865,0.91,3rd place,Not Found,Not Found
Karnataka,Raichur,RAJA AMARESHWARA NAIK,ST,BJP,598337,53.19,Winner,Not Found,Not Found
Karnataka,Raichur,B. V NAIK,ST,INC,480621,42.72,2nd place,Not Found,Not Found
Karnataka,Raichur,NOTA,,NOTA,14921,1.33,3rd place,NA,NA
Karnataka,Bidar,BHAGWANTH KHUBA,GENERAL,BJP,585471,52.36,Winner,Not Found,Not Found
Karnataka,Bidar,ESHWAR B. KHANDRE,GENERAL,INC,468637,41.91,2nd place,Not Found,Not Found
Karnataka,Bidar,BABA BUKHARI,GENERAL,BSP,15188,1.36,3rd place,Not Found,Not Found
Karnataka,Koppal,KARADI SANGANNA AMARAPPA,GENERAL,BJP,586783,49.28,Winner,Not Found,Not Found
Karnataka,Koppal,K.RAJASHEKAR BASAVARAJ HITNAL,GENERAL,INC,548386,46.06,2nd place,Not Found,Not Found
Karnataka,Koppal,NOTA,,NOTA,10813,0.91,3rd place,NA,NA
Karnataka,Bellary,Y. DEVENDRAPPA,ST,BJP,616388,50.44,Winner,Not Found,Not Found
Karnataka,Bellary,V. S. UGRAPPA,ST,INC,560681,45.88,2nd place,Not Found,Not Found
Karnataka,Bellary,K. GULAPPA,ST,BSP,9961,0.82,3rd place,Not Found,Not Found
Karnataka,Haveri,UDASI. S.C.,GENERAL,BJP,683660,53.92,Winner,Not Found,Not Found
Karnataka,Haveri,D.R. PATIL,GENERAL,INC,542778,42.81,2nd place,Not Found,Not Found
Karnataka,Haveri,AYUBAKHAN A PATHAN,GENERAL,BSP,7479,0.59,3rd place,Not Found,Not Found
Karnataka,Dharwad,Pralhad Joshi,GENERAL,BJP,684837,56.41,Winner,Not Found,Not Found
Karnataka,Dharwad,Vinay Kulkarni,GENERAL,INC,479765,39.51,2nd place,Not Found,Not Found
Karnataka,Dharwad,Irappa Madar,SC,BSP,6344,0.52,3rd place,Not Found,Not Found
Karnataka,Uttara Kannada,ANANTKUMAR HEGDE,GENERAL,BJP,786042,68.09,Winner,Not Found,Not Found
Karnataka,Uttara Kannada,ANAND ASNOTIKAR,GENERAL,JD(S),306393,26.54,2nd place,Not Found,Not Found
Karnataka,Uttara Kannada,NOTA,,NOTA,16017,1.39,3rd place,NA,NA
Karnataka,Davanagere,G M SIDDESHWAR,GENERAL,BJP,652996,54.63,Winner,Not Found,Not Found
Karnataka,Davanagere,H B MANJAPPA,GENERAL,INC,483294,40.44,2nd place,Not Found,Not Found
Karnataka,Davanagere,SIDDAPPA B H,GENERAL,BSP,7736,0.65,3rd place,Not Found,Not Found
Karnataka,Shimoga,B.Y.RAGHAVENDRA.,GENERAL,BJP,729872,56.84,Winner,Not Found,Not Found
Karnataka,Shimoga,S.MADHUBANGARAPPA,GENERAL,JD(S),506512,39.45,2nd place,Not Found,Not Found
Karnataka,Shimoga,GUDDAPPA,GENERAL,BSP,7350,0.57,3rd place,Not Found,Not Found
Karnataka,Udupi Chikmagalur,SHOBHA KARANDLAJE,GENERAL,BJP,718916,62.43,Winner,Not Found,Not Found
Karnataka,Udupi Chikmagalur,PRAMOD MADHWARAJ,GENERAL,JD(S),369317,32.07,2nd place,Not Found,Not Found
Karnataka,Udupi Chikmagalur,P. PARAMESHWARA,SC,BSP,15947,1.38,3rd place,Not Found,Not Found
Karnataka,Hassan,PRAJWAL REVANNA,GENERAL,JD(S),676606,52.92,Winner,Not Found,Not Found
Karnataka,Hassan,MANJU A,GENERAL,BJP,535282,41.86,2nd place,Not Found,Not Found
Karnataka,Hassan,VINODRAJ K H,SC,BSP,38761,3.03,3rd place,Not Found,Not Found
Karnataka,Dakshina Kannada,NALIN KUMAR KATEEL,GENERAL,BJP,774285,57.55,Winner,Not Found,Not Found
Karnataka,Dakshina Kannada,MITHUN M RAI,GENERAL,INC,499664,37.14,2nd place,Not Found,Not Found
Karnataka,Dakshina Kannada,MOHAMMED ELIYAS,GENERAL,SDPI,46839,3.48,3rd place,Not Found,Not Found
Karnataka,Chitradurga,A NARAYANASWAMY,SC,BJP,626195,50.24,Winner,Not Found,Not Found
Karnataka,Chitradurga,B N CHANDRAPPA,SC,INC,546017,43.8,2nd place,Not Found,Not Found
Karnataka,Chitradurga,MAHANTHESH C U,SC,BSP,8907,0.71,3rd place,Not Found,Not Found
Karnataka,Tumkur,G. S. BASAVARAJ,GENERAL,BJP,596127,47.86,Winner,Not Found,Not Found
Karnataka,Tumkur,H. D. DEVEGOWDA,GENERAL,JD(S),582788,46.79,2nd place,Not Found,Not Found
Karnataka,Tumkur,N. SHIVANNA,GENERAL,CPI,17227,1.38,3rd place,Not Found,Not Found
Karnataka,Mandya,SUMALATHA AMBAREESH,GENERAL,IND,703660,51.0,Winner,Not Found,Not Found
Karnataka,Mandya,NIKHIL KUMARASWAMY,GENERAL,JD(S),577784,41.88,2nd place,Not Found,Not Found
Karnataka,Mandya,M.L. SHASHIKUMAR,GENERAL,IND,18323,1.33,3rd place,Not Found,Not Found
Karnataka,Mysore,PRATHAP SIMHA,GENERAL,BJP,688974,52.27,Winner,Not Found,Not Found
Karnataka,Mysore,C.H.VIJAYASHANKAR,GENERAL,INC,550327,41.75,2nd place,Not Found,Not Found
Karnataka,Mysore,DR. B. CHANDRA (CHANDREGOWDA),GENERAL,BSP,24597,1.87,3rd place,Not Found,Not Found
Karnataka,Chamarajanagar,V. SRINIVAS PRASAD,SC,BJP,568537,44.74,Winner,Not Found,Not Found
Karnataka,Chamarajanagar,R. DHRUVANARAYANA,SC,INC,566720,44.6,2nd place,Not Found,Not Found
Karnataka,Chamarajanagar,Dr. SHIVAKUMARA,SC,BSP,87631,6.9,3rd place,Not Found,Not Found
Karnataka,Bangalore Rural,D.K. SURESH,GENERAL,INC,878258,54.12,Winner,Not Found,Not Found
Karnataka,Bangalore Rural,ASHWATHNARAYANGOWDA,GENERAL,BJP,671388,41.37,2nd place,Not Found,Not Found
Karnataka,Bangalore Rural,DR CHINNAPPA Y CHIKKAHAGADE,SC,BSP,19972,1.23,3rd place,Not Found,Not Found
Karnataka,Bangalore North,D.V. Sadananda Gowda,GENERAL,BJP,824500,52.84,Winner,Not Found,Not Found
Karnataka,Bangalore North,Krishna Byregowda,GENERAL,INC,676982,43.39,2nd place,Not Found,Not Found
Karnataka,Bangalore North,NOTA,,NOTA,11632,0.75,3rd place,NA,NA
Karnataka,Bangalore central,P. C. Mohan,GENERAL,BJP,602853,50.33,Winner,Not Found,Not Found
Karnataka,Bangalore central,Rizwan Arshad,GENERAL,INC,531885,44.41,2nd place,Not Found,Not Found
Karnataka,Bangalore central,Prakash Raj,GENERAL,IND,28906,2.41,3rd place,Not Found,Not Found
Karnataka,Bangalore South,TEJASVI SURYA,GENERAL,BJP,739229,62.14,Winner,Not Found,Not Found
Karnataka,Bangalore South,B.K.HARIPRASAD,GENERAL,INC,408037,34.3,2nd place,Not Found,Not Found
Karnataka,Bangalore South,NOTA,,NOTA,9938,0.84,3rd place,NA,NA
Karnataka,Chikkballapur,B.N.Bache Gowda,GENERAL,BJP,745912,53.74,Winner,Not Found,Not Found
Karnataka,Chikkballapur,M.Veerappa Moily,GENERAL,INC,563802,40.62,2nd place,Not Found,Not Found
Karnataka,Chikkballapur,Dr. C.S.Dwarakanath,GENERAL,BSP,23446,1.69,3rd place,Not Found,Not Found
Karnataka,Kolar,S. MUNISWAMY,SC,BJP,709165,56.32,Winner,Not Found,Not Found
Karnataka,Kolar,K.H. MUNIYAPPA,SC,INC,499144,39.64,2nd place,Not Found,Not Found
Karnataka,Kolar,NOTA,,NOTA,13889,1.1,3rd place,NA,NA
Kerala,Kasaragod,Rajmohan Unnithan,GENERAL,INC,474961,43.17,Winner,Not Found,Not Found
Kerala,Kasaragod,K. P. Sathishchandran,GENERAL,CPIM,434523,39.5,2nd place,Not Found,Not Found
Kerala,Kasaragod,Ravisha Thanthri Kuntar,GENERAL,BJP,176049,16.0,3rd place,Not Found,Not Found
Kerala,Kannur,K. SUDHAKARAN,GENERAL,INC,529741,50.22,Winner,Not Found,Not Found
Kerala,Kannur,P. K. SREEMATHI TEACHER,GENERAL,CPIM,435182,41.26,2nd place,Not Found,Not Found
Kerala,Kannur,C. K. PADMANABHAN,GENERAL,BJP,68509,6.5,3rd place,Not Found,Not Found
Kerala,Vadakara,K. MURALEEDHARAN,GENERAL,INC,526755,49.42,Winner,Not Found,Not Found
Kerala,Vadakara,P.JAYARAJAN,GENERAL,CPIM,442092,41.47,2nd place,Not Found,Not Found
Kerala,Vadakara,ADV.V.K.SAJEEVAN,GENERAL,BJP,80128,7.52,3rd place,Not Found,Not Found
Kerala,Wayanad,Rahul Gandhi,GENERAL,INC,706367,64.64,Winner,Not Found,Not Found
Kerala,Wayanad,P.P. Suneer,GENERAL,CPI,274597,25.13,2nd place,Not Found,Not Found
Kerala,Wayanad,Thushar Vellappally,GENERAL,BDJS,78816,7.21,3rd place,Not Found,Not Found
Kerala,Kozhikode,M.K.RAGHAVAN,GENERAL,INC,493444,45.82,Winner,Not Found,Not Found
Kerala,Kozhikode,A.PRADEEP KUMAR,GENERAL,CPIM,408219,37.91,2nd place,Not Found,Not Found
