state-name,constituency-name,candidate-name,category,party-name,total-votes,candidate-vote-share
Rajasthan,Udaipur,RAGHUVIR SINGH MEENA,ST,INC,433634,29.79
Rajasthan,Udaipur,KIKA MINA,ST,CPIM,13099,0.90
Rajasthan,Udaipur,PARBHULAL MEENA,ST,BMUP,4166,0.29
Rajasthan,Udaipur,BIRDHI LAL CHHANWAL,ST,BTP,51643,3.55
Rajasthan,Udaipur,SHANKERLAL,ST,SatBP,5690,0.39
Rajasthan,Udaipur,HARJI LAL MEENA,ST,APoI,11855,0.81
Rajasthan,Udaipur,NOTA,,NOTA,28179,1.94
Rajasthan,Banswara,KANAKMAL KATARA,ST,BJP,711709,49.42
Rajasthan,Banswara,TARACHAND BHAGORA,ST,INC,406245,28.21
Rajasthan,Banswara,BAPULAL,ST,BSP,26172,1.82
Rajasthan,Banswara,KANTILAL ROAT,ST,BTP,250761,17.41
Rajasthan,Banswara,NITESH DAMOR,ST,IND,14822,1.03
Rajasthan,Banswara,NOTA,,NOTA,29962,2.08
Rajasthan,Chittorgarh,Gopal Singh Shekhawat,GENERAL,INC,406695,27.87
Rajasthan,Chittorgarh,Chandra Prakash Joshi,GENERAL,BJP,982942,67.36
Rajasthan,Chittorgarh,Dr. Jagdish Chandra Sharma,GENERAL,BSP,13484,0.92
Rajasthan,Chittorgarh,Radha Bhandari,GENERAL,CPI,9924,0.68
Rajasthan,Chittorgarh,Gopal Dhakad,GENERAL,RTORP,2793,0.19
Rajasthan,Chittorgarh,Jai Prakash Regar,SC,APoI,4233,0.29
Rajasthan,Chittorgarh,Prakash Chandra Meena,ST,BTP,5591,0.38
Rajasthan,Chittorgarh,Mangilal Meena,ST,SatBP,2316,0.16
Rajasthan,Chittorgarh,Gulab Sehlot,GENERAL,IND,4225,0.29
Rajasthan,Chittorgarh,Shamshuddin,GENERAL,IND,9029,0.62
Rajasthan,Chittorgarh,NOTA,,NOTA,17528,1.20
Rajasthan,Rajsamand,Chenaram,GENERAL,BSP,15955,1.29
Rajasthan,Rajsamand,Diya Kumari,GENERAL,BJP,863039,69.55
Rajasthan,Rajsamand,Devkinandan (Kaka),GENERAL,INC,311123,25.07
Rajasthan,Rajsamand,Chandra Prakash Tanwar,SC,APoI,12887,1.04
Rajasthan,Rajsamand,Mishri Kathat,GENERAL,IPGP,2371,0.19
Rajasthan,Rajsamand,Jitendra Kumar Khatik,SC,IND,1549,0.12
Rajasthan,Rajsamand,Neeru Ram Kapri,GENERAL,IND,1550,0.12
Rajasthan,Rajsamand,Bhanwar Lal Kumawat,GENERAL,IND,2438,0.20
Rajasthan,Rajsamand,Bhanwer Lal Mali,GENERAL,IND,5923,0.48
Rajasthan,Rajsamand,Rakesh Samdolav,GENERAL,IND,10339,0.83
Rajasthan,Rajsamand,NOTA,,NOTA,12671,1.02
Rajasthan,Bhilwara,RAM PAL SHARMA,GENERAL,INC,326160,24.88
Rajasthan,Bhilwara,SHIVLAL GURJAR,GENERAL,BSP,15627,1.19
Rajasthan,Bhilwara,SUBHASH CHANDRA BAHERIA,GENERAL,BJP,938160,71.56
Rajasthan,Bhilwara,PAWAN KUMAR SHARMA,GENERAL,RTORP,13148,1.00
Rajasthan,Bhilwara,NOTA,,NOTA,17418,1.33
Rajasthan,Kota,OM BIRLA,GENERAL,BJP,800051,58.49
Rajasthan,Kota,RAMNARAIN MEENA,ST,INC,520374,38.04
Rajasthan,Kota,HARISH KUMAR LAHRI,GENERAL,BSP,9985,0.73
Rajasthan,Kota,CHANDRA PRAKASH,SC,RKSP,1488,0.11
Rajasthan,Kota,BHIM SINGH KUNTAL,GENERAL,SHS,1308,0.10
Rajasthan,Kota,MAHESH KUMAR RANIWAL,SC,AVIRP,891,0.07
Rajasthan,Kota,RAJENDRA PRASAD SINGOR,SC,MCPI,1161,0.08
Rajasthan,Kota,SHOBHA RAM NIRMAL,SC,PSS,996,0.07
Rajasthan,Kota,CAPTAIN SOMESH BHATNAGAR,GENERAL,BKNP,1154,0.08
Rajasthan,Kota,ABDUL ASIPH,GENERAL,IND,1251,0.09
Rajasthan,Kota,KESHARI LAL,SC,IND,1678,0.12
Rajasthan,Kota,ENGINEER PRAVEEN KHANDELWAL,ST,IND,4097,0.30
Rajasthan,Kota,SATISH BHARDWAJ,GENERAL,IND,2464,0.18
Rajasthan,Kota,SUNIL MADAN,GENERAL,IND,3036,0.22
Rajasthan,Kota,HERGOVIND MEENA,ST,IND,4511,0.33
Rajasthan,Kota,NOTA,,NOTA,12589,0.92
Rajasthan,JHALAWAR-BARAN,DUSHYANT SINGH,GENERAL,BJP,887400,64.77
Rajasthan,JHALAWAR-BARAN,PRAMOD SHARMA,GENERAL,INC,433472,31.64
Rajasthan,JHALAWAR-BARAN,BADREE LAL,GENERAL,BSP,13338,0.97
Rajasthan,JHALAWAR-BARAN,ABDUL QAYYUM SIDDIQUI,GENERAL,IND,3344,0.24
Rajasthan,JHALAWAR-BARAN,PRINCE MEENA,ST,IND,2705,0.20
Rajasthan,JHALAWAR-BARAN,MOHAMMAD NASIR,GENERAL,IND,5107,0.37
Rajasthan,JHALAWAR-BARAN,HARISH KUMAR DHAKAR,GENERAL,IND,7422,0.54
Rajasthan,JHALAWAR-BARAN,NOTA,,NOTA,17080,1.25
Sikkim,Sikkim,BHARAT BASNETT,GENERAL,INC,3990,1.13
Sikkim,Sikkim,DEK BAHADUR KATWAL,GENERAL,SDF,154489,43.71
Sikkim,Sikkim,INDRA HANG SUBBA,GENERAL,SKM,166922,47.23
Sikkim,Sikkim,LATEN TSHERING SHERPA,ST,BJP,16572,4.69
Sikkim,Sikkim,BIRAJ ADHIKARI,GENERAL,HMSKP,1998,0.57
Sikkim,Sikkim,DHIRAJ KUMAR RAI,GENERAL,SKPP,1503,0.43
Sikkim,Sikkim,NARENDRA ADHIKARI,GENERAL,SUTF,614,0.17
Sikkim,Sikkim,RABIN RAI,GENERAL,AIP,396,0.11
Sikkim,Sikkim,SUNMAYA GURUNG,GENERAL,JMBP,383,0.11
Sikkim,Sikkim,MAHENDRA THAPA,GENERAL,IND,597,0.17
Sikkim,Sikkim,PASSANG GYALI SHERPA,ST,IND,2003,0.57
Sikkim,Sikkim,NOTA,,NOTA,2279,0.64
Tamil Nadu,Thiruvallur ,R.Anbuchezhian,SC,BSP,15187,1.08
Tamil Nadu,Thiruvallur ,Dr.P.Venugopal,SC,ADMK,410337,29.14
Tamil Nadu,Thiruvallur ,Dr.K.Jayakumar,SC,INC,767292,54.48
Tamil Nadu,Thiruvallur ,C.Kalanithi,SC,ACDP,4162,0.30
Tamil Nadu,Thiruvallur ,D.Ravi Pariyanar,SC,RPI(A),1760,0.12
Tamil Nadu,Thiruvallur ,Logarangan.M,SC,MNM,73731,5.24
Tamil Nadu,Thiruvallur ,M.VETRISELVI,SC,NTK,65416,4.65
Tamil Nadu,Thiruvallur ,G.Arulraj,SC,IND,872,0.06
Tamil Nadu,Thiruvallur ,D.Anandaraj,SC,IND,789,0.06
Tamil Nadu,Thiruvallur ,K.Kamalanathan,SC,IND,705,0.05
Tamil Nadu,Thiruvallur ,V.Gunasekaran,SC,IND,908,0.06
Tamil Nadu,Thiruvallur ,K.Chandrasekar,SC,IND,762,0.05
Tamil Nadu,Thiruvallur ,S.Sargunam,SC,IND,723,0.05
Tamil Nadu,Thiruvallur ,C.Bharath,SC,IND,1977,0.14
Tamil Nadu,Thiruvallur ,A.Manikandan,SC,IND,3126,0.22
Tamil Nadu,Thiruvallur ,Murugesan,SC,IND,3185,0.23
Tamil Nadu,Thiruvallur ,Pon.Raja,SC,IND,33944,2.41
Tamil Nadu,Thiruvallur ,N.Vikraman,SC,IND,1942,0.14
Tamil Nadu,Thiruvallur ,Vijaya .R.,SC,IND,2368,0.17
Tamil Nadu,Thiruvallur ,G.George,SC,IND,728,0.05
Tamil Nadu,Thiruvallur ,NOTA,,NOTA,18275,1.30
Tamil Nadu,Chennai North,ALAGAAPURAM R. MOHANRAJ,GENERAL,DMDK,129468,13.54
Tamil Nadu,Chennai North,Dr. KALANIDHI VEERASWAMY,GENERAL,DMK,590986,61.82
Tamil Nadu,Chennai North,S.ROBERT GNANA SEKAR,GENERAL,BSP,4420,0.46
Tamil Nadu,Chennai North,M.L.RAVI,GENERAL,DMSK,945,0.10
Tamil Nadu,Chennai North,KAMESH,GENERAL,TNLK,2669,0.28
Tamil Nadu,Chennai North,KALIYAMMAL.P,GENERAL,NTK,60515,6.33
Tamil Nadu,Chennai North,J. SEBASTIN,GENERAL,SUCI(C),900,0.09
Tamil Nadu,Chennai North,K.PRABHAKARAN,SC,MKat,679,0.07
Tamil Nadu,Chennai North,L.PRAVEEN KUMAR,GENERAL,PPIS,768,0.08
Tamil Nadu,Chennai North,A. G. MOURYA,GENERAL,MNM,103167,10.79
Tamil Nadu,Chennai North,R.ARULMURUGAN,GENERAL,IND,615,0.06
Tamil Nadu,Chennai North,S.GANESH,GENERAL,IND,1461,0.15
Tamil Nadu,Chennai North,N.SATHEESH KANNAN,SC,IND,847,0.09
Tamil Nadu,Chennai North,P.SANTHANA KRISHNAN,GENERAL,IND,33277,3.48
Tamil Nadu,Chennai North,V.SARAVANAN,GENERAL,IND,1070,0.11
Tamil Nadu,Chennai North,G.SRINIVASAN,GENERAL,IND,1677,0.18
Tamil Nadu,Chennai North,S.SELVARAJ,GENERAL,IND,2459,0.26
Tamil Nadu,Chennai North,C.DHANRAJ,GENERAL,IND,1116,0.12
Tamil Nadu,Chennai North,J.DHARANIDHARAN,SC,IND,402,0.04
Tamil Nadu,Chennai North,A.G.DAMODHARAN,GENERAL,IND,763,0.08
Tamil Nadu,Chennai North,S.PRITHVIRAJ,GENERAL,IND,555,0.06
Tamil Nadu,Chennai North,P.MARIMUTHU,GENERAL,IND,566,0.06
Tamil Nadu,Chennai North,L.RAJ,GENERAL,IND,533,0.06
Tamil Nadu,Chennai North,NOTA,,NOTA,15687,1.64
Tamil Nadu,Chennai South,KOTTUR R.KUMAR,SC,BSP,2399,0.21
Tamil Nadu,Chennai South,T.SUMATHY (A) THAMIZHACHI THANGAPANDIAN,GENERAL,DMK,564872,50.15
Tamil Nadu,Chennai South,Dr.J.JAYAVARDHAN,GENERAL,ADMK,302649,26.87
Tamil Nadu,Chennai South,SAIKUMAR.S,GENERAL,SUCI(C),1491,0.13
Tamil Nadu,Chennai South,S.SRINIVASAN (A) POWER STAR,GENERAL,RPI,670,0.06
Tamil Nadu,Chennai South,V.THIRUNAVUKARASU,GENERAL,MKat,436,0.04
Tamil Nadu,Chennai South,Dr.A.NARESH,SC,TNLK,1381,0.12
Tamil Nadu,Chennai South,K.MURALI KRISHNAN,GENERAL,PPOI,860,0.08
Tamil Nadu,Chennai South,R.RANGARAJAN,GENERAL,MNM,135465,12.03
Tamil Nadu,Chennai South,R.JOHNSON,GENERAL,ICF,512,0.05
Tamil Nadu,Chennai South,M.A.JAYAKUMAR,GENERAL,DMSK,639,0.06
Tamil Nadu,Chennai South,A.J.SHERINE,GENERAL,NTK,50222,4.46
Tamil Nadu,Chennai South,AGNI SRIRAMACHANDRAN,GENERAL,IND,1444,0.13
Tamil Nadu,Chennai South,S.ASHOK,GENERAL,IND,348,0.03
Tamil Nadu,Chennai South,P.AZHAGIRI,SC,IND,553,0.05
Tamil Nadu,Chennai South,S.ELANKUMARAN,GENERAL,IND,959,0.09
Tamil Nadu,Chennai South,R.GANESAN,GENERAL,IND,673,0.06
Tamil Nadu,Chennai South,K.KANNAN,GENERAL,IND,635,0.06
Tamil Nadu,Chennai South,B.KARTHIKEYAN,GENERAL,IND,533,0.05
Tamil Nadu,Chennai South,D.KARTHICK,GENERAL,IND,1203,0.11
Tamil Nadu,Chennai South,K.SARAVANA PERUMAL,GENERAL,IND,1645,0.15
Tamil Nadu,Chennai South,I.CHIDAMBARA ANANTHA RAJA (A) ICARR WEEOUI,GENERAL,IND,743,0.07
Tamil Nadu,Chennai South,SIBI CHAKKARAVARTHY,GENERAL,IND,647,0.06
Tamil Nadu,Chennai South,K.SUDHAGAR,GENERAL,IND,224,0.02
Tamil Nadu,Chennai South,N.SUBRAMANI,GENERAL,IND,432,0.04
Tamil Nadu,Chennai South,Dr.E.SUBAYA (A) ESAKKI SUBAYA,GENERAL,IND,29522,2.62
Tamil Nadu,Chennai South,E.DHANASEKARAN,GENERAL,IND,350,0.03
Tamil Nadu,Chennai South,G.DHANASEKARAN,GENERAL,IND,437,0.04
Tamil Nadu,Chennai South,G.DEVASAHAYAM,GENERAL,IND,462,0.04
Tamil Nadu,Chennai South,KUPPAL.G.DEVADOSS,GENERAL,IND,313,0.03
Tamil Nadu,Chennai South,S.MANOVA,SC,IND,293,0.03
Tamil Nadu,Chennai South,MURTHY.M,GENERAL,IND,1429,0.13
Tamil Nadu,Chennai South,A.RAVICHANDRAN,GENERAL,IND,427,0.04
Tamil Nadu,Chennai South,M.RADHA,SC,IND,1042,0.09
Tamil Nadu,Chennai South,B.RAJI,GENERAL,IND,220,0.02
Tamil Nadu,Chennai South,M.RAJESWARI PRIYA,GENERAL,IND,772,0.07
Tamil Nadu,Chennai South,C.ROSI,SC,IND,498,0.04
Tamil Nadu,Chennai South,J.JANCI RANI,GENERAL,IND,379,0.03
Tamil Nadu,Chennai South,FARMER K.JAYARAMAN,GENERAL,IND,968,0.09
Tamil Nadu,Chennai South,D.HARI HARAN,SC,IND,219,0.02
Tamil Nadu,Chennai South,NOTA,,NOTA,16891,1.50
Tamil Nadu,Chennai central,DAYANIDHI MARAN,GENERAL,DMK,448911,57.13
Tamil Nadu,Chennai central,PARTHASARATHY.M.,GENERAL,BSP,2696,0.34
Tamil Nadu,Chennai central,KAMEELA NASSER,GENERAL,MNM,92249,11.74
Tamil Nadu,Chennai central,KARNAN.C.S.,SC,ACDP,5768,0.73
Tamil Nadu,Chennai central,Dr.KARTHIKEYAN. R,GENERAL,NTK,30886,3.93
Tamil Nadu,Chennai central,GEETHALAKSHMI.V.R.,GENERAL,PPOI,1030,0.13
Tamil Nadu,Chennai central,SASIKUMAR.S.,GENERAL,TNLK,1556,0.20
Tamil Nadu,Chennai central,SAM PAUL. S.R.,GENERAL,PMK,147391,18.76
Tamil Nadu,Chennai central,SURESH BABU. D.,GENERAL,DMSK,690,0.09
Tamil Nadu,Chennai central,NAJIMUNNISSA,GENERAL,AIMAK,645,0.08
Tamil Nadu,Chennai central,VALARMATHI. K.,GENERAL,AIVP,643,0.08
Tamil Nadu,Chennai central,JITENDRA KUMAR JAIN.,GENERAL,RPI(A),3398,0.43
Tamil Nadu,Chennai central,SHEIK MOHAMED @ DHEHLAN BAQAVI,GENERAL,SDPI,23741,3.02
Tamil Nadu,Chennai central,RAGHAVAN. M.,GENERAL,IND,322,0.04
Tamil Nadu,Chennai central,RADHAKRISHNAN. V.,GENERAL,IND,504,0.06
Tamil Nadu,Chennai central,Dr. GUNASEKAR. N,SC,IND,1229,0.16
Tamil Nadu,Chennai central,KUPPUSAMY. K.,GENERAL,IND,1770,0.23
Tamil Nadu,Chennai central,GOVINDARAJ. L.,GENERAL,IND,1184,0.15
Tamil Nadu,Chennai central,CHANDRANATHAN. S.,SC,IND,929,0.12
Tamil Nadu,Chennai central,SAMUEL PAUL,SC,IND,1234,0.16
Tamil Nadu,Chennai central,SAM PAUL,GENERAL,IND,1444,0.18
Tamil Nadu,Chennai central,TAMILARASAN. V.V.,SC,IND,511,0.07
Tamil Nadu,Chennai central,DINAKARAN. G.,SC,IND,325,0.04
Tamil Nadu,Chennai central,NASAR. K.,GENERAL,IND,360,0.05
Tamil Nadu,Chennai central,PRABAKARAN. K.M.,GENERAL,IND,334,0.04
Tamil Nadu,Chennai central,PRABHAKARAN. N.,SC,IND,377,0.05
Tamil Nadu,Chennai central,PUSHPARAJ. J. L.,GENERAL,IND,216,0.03
Tamil Nadu,Chennai central,MADHANAGOPAL. T,GENERAL,IND,235,0.03
Tamil Nadu,Chennai central,RAVICHANDRAN. M,GENERAL,IND,197,0.03
Tamil Nadu,Chennai central,RAJ RAMCHAND,GENERAL,IND,497,0.06
Tamil Nadu,Chennai central,VAITHIYANATHAN. R,GENERAL,IND,356,0.05
Tamil Nadu,Chennai central,NOTA,,NOTA,13822,1.76
Tamil Nadu,Sriperumbudur,Antony.M,GENERAL,BSP,6808,0.48
Tamil Nadu,Sriperumbudur,Baalu.T.R.,GENERAL,DMK,793281,56.37
Tamil Nadu,Sriperumbudur,Godwin Shadrach S R,GENERAL,MMKA,3599,0.26
Tamil Nadu,Sriperumbudur,Palanivel.K,SC,CPI(ML)(L),2618,0.19
Tamil Nadu,Sriperumbudur,Mahendran.H,GENERAL,NTK,84979,6.04
Tamil Nadu,Sriperumbudur,Rajasekaran S,GENERAL,ACDP,13746,0.98
Tamil Nadu,Sriperumbudur,Vaithilingam A,GENERAL,PMK,285326,20.28
Tamil Nadu,Sriperumbudur,Sridhar M,GENERAL,MNM,135525,9.63
Tamil Nadu,Sriperumbudur,Anantharaman R K,GENERAL,IND,941,0.07
Tamil Nadu,Sriperumbudur,Ayodhi L,GENERAL,IND,4050,0.29
Tamil Nadu,Sriperumbudur,Indian.P.N.K.,GENERAL,IND,1185,0.08
Tamil Nadu,Sriperumbudur,Sasikumar A,GENERAL,IND,804,0.06
Tamil Nadu,Sriperumbudur,Singarajan S P,GENERAL,IND,738,0.05
Tamil Nadu,Sriperumbudur,Tambaram Narayanan G,GENERAL,IND,41497,2.95
Tamil Nadu,Sriperumbudur,Muthumaran K,GENERAL,IND,1371,0.10
Tamil Nadu,Sriperumbudur,Raja Marimuthu,GENERAL,IND,2268,0.16
Tamil Nadu,Sriperumbudur,Vasanthi S,GENERAL,IND,2018,0.14
Tamil Nadu,Sriperumbudur,Viruthagiri A,GENERAL,IND,1800,0.13
Tamil Nadu,Sriperumbudur,Vaithiyalingam R,SC,IND,885,0.06
Tamil Nadu,Sriperumbudur,NOTA,,NOTA,23343,1.66
Tamil Nadu,Kancheepuram ,Selvam.G,SC,DMK,684004,55.24
Tamil Nadu,Kancheepuram ,Sekar.D,SC,BSP,5018,0.41
Tamil Nadu,Kancheepuram ,Maragatham K,SC,ADMK,397372,32.09
Tamil Nadu,Kancheepuram ,Sivaranjani.D,SC,NTK,62771,5.07
Tamil Nadu,Kancheepuram ,Elangovan M,SC,IND,2272,0.18
Tamil Nadu,Kancheepuram ,Devarajan C,SC,IND,1312,0.11
Tamil Nadu,Kancheepuram ,Pon Jeyaraman S P,SC,IND,2509,0.20
Tamil Nadu,Kancheepuram ,Maragadam M,SC,IND,1640,0.13
Tamil Nadu,Kancheepuram ,Munusamy A,SC,IND,55213,4.46
Tamil Nadu,Kancheepuram ,Ramesh S,SC,IND,2243,0.18
Tamil Nadu,Kancheepuram ,Vinothraj R,SC,IND,1597,0.13
Tamil Nadu,Kancheepuram ,NOTA,,NOTA,21661,1.75
Tamil Nadu,Arakkonam,D. DOSS,SC,BSP,8307,0.70
Tamil Nadu,Arakkonam,S. JAGATHRAKSHAKAN,GENERAL,DMK,672190,56.98
Tamil Nadu,Arakkonam,M. SAVITHA,SC,APoI,4498,0.38
Tamil Nadu,Arakkonam,Y.R. PAVENDHAN,GENERAL,NTK,29347,2.49
Tamil Nadu,Arakkonam,A.K. MOORTHY,GENERAL,PMK,343234,29.09
Tamil Nadu,Arakkonam,"RAJENDRAN, N.",GENERAL,MNM,23771,2.01
Tamil Nadu,Arakkonam,R. ELAMVAZHUDHI,GENERAL,IND,862,0.07
Tamil Nadu,Arakkonam,PANCHU.UDAYAKUMAR,SC,IND,839,0.07
Tamil Nadu,Arakkonam,B. GANESAN,GENERAL,IND,925,0.08
Tamil Nadu,Arakkonam,M.S. KRISHNAN,SC,IND,1322,0.11
Tamil Nadu,Arakkonam,Dr.T.M.S.SADHU MUTHU KRISHNAN ERAJENDRAN,SC,IND,1186,0.10
Tamil Nadu,Arakkonam,P.S. SURESH,GENERAL,IND,1062,0.09
Tamil Nadu,Arakkonam,S. SHETTU,SC,IND,1067,0.09
Tamil Nadu,Arakkonam,M. NATARAJAN,GENERAL,IND,1214,0.10
Tamil Nadu,Arakkonam,N.G. PARTHIBAN,GENERAL,IND,66826,5.66
Tamil Nadu,Arakkonam,M. PARTHIBAN,SC,IND,3313,0.28
Tamil Nadu,Arakkonam,G. MOORTHY,GENERAL,IND,1616,0.14
Tamil Nadu,Arakkonam,C. MOORTHY,GENERAL,IND,3499,0.30
Tamil Nadu,Arakkonam,R. RAMESH,GENERAL,IND,803,0.07
Tamil Nadu,Arakkonam,NOTA,,NOTA,12179,1.03
Tamil Nadu,Vellore,NOTA,,NOTA,9417,0.92
Tamil Nadu,Vellore,D.M.KATHIR ANAND,GENERAL,DMK,485340,47.21
Tamil Nadu,Vellore,A.C.SHANMUGAM,GENERAL,ADMK,477199,46.42
Tamil Nadu,Vellore,G.S. GANESAN YADAV,GENERAL,PSPL,2480,0.24
Tamil Nadu,Vellore,BISHOP GODFREY NOBLE,GENERAL,DMSK,708,0.07
Tamil Nadu,Vellore,V.SEKAR,GENERAL,APEP,476,0.05
Tamil Nadu,Vellore,S. DIVYA,SC,DAMK,719,0.07
Tamil Nadu,Vellore,DEEPALAKSHMI,GENERAL,NTK,26995,2.63
Tamil Nadu,Vellore,R. NARESH KUMAR,GENERAL,TNLK,3123,0.30
Tamil Nadu,Vellore,MOHANAM,SC,MLJK,265,0.03
Tamil Nadu,Vellore,A.VIJAY POUL RAJA,GENERAL,rpsn,901,0.09
Tamil Nadu,Vellore,AGNI SRIRAMACHANDRAN,GENERAL,IND,1166,0.11
Tamil Nadu,Vellore,ARUMUGAM .P,SC,IND,540,0.05
Tamil Nadu,Vellore,K.KATHIRAVAN,GENERAL,IND,387,0.04
Tamil Nadu,Vellore,M.KATHIRAVAN,GENERAL,IND,621,0.06
Tamil Nadu,Vellore,E. KARUNANITHI,SC,IND,1526,0.15
Tamil Nadu,Vellore,S.SHANMUGAM,GENERAL,IND,3071,0.30
Tamil Nadu,Vellore,K.SUGUMAR,GENERAL,IND,4446,0.43
Tamil Nadu,Vellore,P.CHELLAPANDIAN,GENERAL,IND,2591,0.25
Tamil Nadu,Vellore,V. SELVARAJ,GENERAL,IND,595,0.06
Tamil Nadu,Vellore,T.DAVID,GENERAL,IND,244,0.02
Tamil Nadu,Vellore,S.TAMIL SELVAN,GENERAL,IND,211,0.02
Tamil Nadu,Vellore,A.NOORMUHAMAD,GENERAL,IND,228,0.02
Tamil Nadu,Vellore,DR.K. PADMARAJAN,GENERAL,IND,185,0.02
Tamil Nadu,Vellore,M.BALARAMAN,GENERAL,IND,230,0.02
Tamil Nadu,Vellore,MURALI,GENERAL,IND,195,0.02
Tamil Nadu,Vellore,P. RAASHID AHMED,GENERAL,IND,1138,0.11
Tamil Nadu,Vellore,M.R.VENKATESAN,GENERAL,IND,300,0.03
Tamil Nadu,Vellore,J.S.K,GENERAL,IND,758,0.07
Tamil Nadu,Krishnagiri,Dr.A.CHELLAKUMAR,GENERAL,INC,611298,52.60
Tamil Nadu,Krishnagiri,K.P.MUNUSAMY,GENERAL,ADMK,454533,39.11
Tamil Nadu,Krishnagiri,MADHUSOODHANAN.N,GENERAL,NTK,28000,2.41
Tamil Nadu,Krishnagiri,SRI KARUNYA SUBRAHMANYAM,GENERAL,MNM,16995,1.46
Tamil Nadu,Krishnagiri,N.ASLAM RAHMAN SHERIFF,GENERAL,IND,822,0.07
Tamil Nadu,Krishnagiri,AJAZ.S,GENERAL,IND,688,0.06
Tamil Nadu,Krishnagiri,S.GANESA KUMAR,GENERAL,IND,8867,0.76
Tamil Nadu,Krishnagiri,T.V.S.GANDHI,GENERAL,IND,934,0.08
Tamil Nadu,Krishnagiri,K.KUPPAN,GENERAL,IND,1078,0.09
Tamil Nadu,Krishnagiri,M.KUMARESAN,SC,IND,1259,0.11
Tamil Nadu,Krishnagiri,B.GOVINDAN,GENERAL,IND,5390,0.46
Tamil Nadu,Krishnagiri,DEVAPPA.Y,GENERAL,IND,1522,0.13
Tamil Nadu,Krishnagiri,NAGESH.L,GENERAL,IND,1629,0.14
Tamil Nadu,Krishnagiri,M.MEENA,GENERAL,IND,2584,0.22
Tamil Nadu,Krishnagiri,N.SRINIVASA,GENERAL,IND,5945,0.51
Tamil Nadu,Krishnagiri,NOTA,,NOTA,19825,1.71
Tamil Nadu,Dharmapuri,SIVANANDHAM. C.,SC,BSP,6012,0.49
Tamil Nadu,Dharmapuri,DNV SENTHILKUMAR. S.,GENERAL,DMK,574988,46.96
Tamil Nadu,Dharmapuri,ANNADHURAI. K.,SC,GPI,9017,0.74
Tamil Nadu,Dharmapuri,ANBUMANI RAMADOSS,GENERAL,PMK,504235,41.18
Tamil Nadu,Dharmapuri,RAJASEKAR. D.,GENERAL,MNM,15614,1.28
Tamil Nadu,Dharmapuri,RUKMANIDEVI. R.,GENERAL,NTK,19674,1.61
Tamil Nadu,Dharmapuri,ARIVAZHAGAN. P.,GENERAL,IND,1482,0.12
Tamil Nadu,Dharmapuri,DR. ELANGO. S.,GENERAL,IND,10830,0.88
Tamil Nadu,Dharmapuri,SAKTHIVEL. V.,GENERAL,IND,1503,0.12
Tamil Nadu,Dharmapuri,SARAVANAN. S.,GENERAL,IND,1062,0.09
Tamil Nadu,Dharmapuri,DURAI. S.,GENERAL,IND,1293,0.11
Tamil Nadu,Dharmapuri,PADMARAJAN. K. DR.,GENERAL,IND,2862,0.23
Tamil Nadu,Dharmapuri,PALANIAPPAN. P.,GENERAL,IND,53655,4.38
Tamil Nadu,Dharmapuri,MANIVASAGAM. C.,GENERAL,IND,4427,0.36
Tamil Nadu,Dharmapuri,VENKATACHALAM. C.,GENERAL,IND,3172,0.26
Tamil Nadu,Dharmapuri,NOTA,,NOTA,13379,1.09
Tamil Nadu,Tiruvannamalai,ANNADURAI C N,GENERAL,DMK,666272,57.85
Tamil Nadu,Tiruvannamalai,AGRI KRISHNAMURTHY S S,GENERAL,ADMK,362085,31.44
Tamil Nadu,Tiruvannamalai,BABU B,SC,BSP,4124,0.36
Tamil Nadu,Tiruvannamalai,ARUL R,GENERAL,MNM,14654,1.27
Tamil Nadu,Tiruvannamalai,KALASTHRI S,GENERAL,AIUUK,1999,0.17
Tamil Nadu,Tiruvannamalai,RAMESHBABU R,GENERAL,NTK,27503,2.39
Tamil Nadu,Tiruvannamalai,ANNADURAI T S,SC,IND,937,0.08
Tamil Nadu,Tiruvannamalai,ANNADURAI S,SC,IND,1218,0.11
Tamil Nadu,Tiruvannamalai,ANNADURAI B,GENERAL,IND,848,0.07
Tamil Nadu,Tiruvannamalai,ANBALAGAN M,SC,IND,824,0.07
Tamil Nadu,Tiruvannamalai,INDIRAMOHAN P,SC,IND,728,0.06
Tamil Nadu,Tiruvannamalai,UDHAYAKUMAR P S,GENERAL,IND,759,0.07
Tamil Nadu,Tiruvannamalai,AYYAPPAN M,GENERAL,IND,851,0.07
Tamil Nadu,Tiruvannamalai,KARUNA S,SC,IND,1855,0.16
Tamil Nadu,Tiruvannamalai,KALAIMANI S,SC,IND,1632,0.14
Tamil Nadu,Tiruvannamalai,KRISHNAMOORTHY A,GENERAL,IND,4175,0.36
Tamil Nadu,Tiruvannamalai,KRISHNAMURTHI R,GENERAL,IND,4001,0.35
Tamil Nadu,Tiruvannamalai,SIVAGURURAJ T,GENERAL,IND,1758,0.15
Tamil Nadu,Tiruvannamalai,GNANASEKAR A,GENERAL,IND,38639,3.35
Tamil Nadu,Tiruvannamalai,PADAVETTAN M,ST,IND,606,0.05
Tamil Nadu,Tiruvannamalai,RAGHUNATHAN K,SC,IND,506,0.04
Tamil Nadu,Tiruvannamalai,RAJENDIRAN T,GENERAL,IND,571,0.05
Tamil Nadu,Tiruvannamalai,VIGNESHWARAN A,GENERAL,IND,606,0.05
