state-name,constituency-name,candidate-name,category,party-name,total-votes,candidate-vote-share
Haryana,Kurukshetra,SUBHASH CHAND BEDI,SC,PSPL,1091,0.09
Haryana,Kurukshetra,SUMER CHAND,GENERAL,PPID,2313,0.19
Haryana,Kurukshetra,ANIL YOGI UPADHYAY,GENERAL,IND,1940,0.16
Haryana,Kurukshetra,ASHWINI SHARMA HRITTWAL,GENERAL,IND,4611,0.37
Haryana,Kurukshetra,CS KANWALJIT SINGH,GENERAL,IND,2811,0.23
Haryana,Kurukshetra,JAI PARKASH SHARMA,GENERAL,IND,1344,0.11
Haryana,Kurukshetra,BALVEER SINGH,GENERAL,IND,2449,0.20
Haryana,Kurukshetra,RAMESH CHANDER KHATKAR,GENERAL,IND,1467,0.12
Haryana,Kurukshetra,RAMESHWAR (FOJI),GENERAL,IND,1129,0.09
Haryana,Kurukshetra,ROSHAN LAL MUWAL,SC,IND,888,0.07
Haryana,Kurukshetra,SANDEEP SINGH BHARTI,GENERAL,IND,3114,0.25
Haryana,Kurukshetra,SACHIN GABA,GENERAL,IND,921,0.07
Haryana,Kurukshetra,SATISH SINGAL,GENERAL,IND,845,0.07
Haryana,Kurukshetra,NOTA,,NOTA,3198,0.26
Haryana,Sirsa,Ashok Tanwar,SC,INC,404433,29.51
Haryana,Sirsa,Charanjeet Singh Rori,SC,INLD,88093,6.43
Haryana,Sirsa,Janak Raj Atwal,SC,BSP,25107,1.83
Haryana,Sirsa,Sunita Duggal,SC,BJP,714351,52.13
Haryana,Sirsa,Ankur Gill,SC,SHS,3749,0.27
Haryana,Sirsa,Angrej Singh Alahi,SC,RasLP,1938,0.14
Haryana,Sirsa,Jaswant,SC,BSCP,1536,0.11
Haryana,Sirsa,Nirmal Singh Malri,SC,JNJP,95914,7.00
Haryana,Sirsa,Brij Pal Balmiki,SC,BMUP,1514,0.11
Haryana,Sirsa,Rajesh Chaubara,SC,RMPOI,1851,0.14
Haryana,Sirsa,Dr. Rajesh Mehandia,SC,PPID,3038,0.22
Haryana,Sirsa,Hira Singh Hanspur,SC,PSPL,1951,0.14
Haryana,Sirsa,Kashmir Chand Oad,SC,IND,4056,0.30
Haryana,Sirsa,Dalip Luna,SC,IND,1319,0.10
Haryana,Sirsa,Deepak,SC,IND,1543,0.11
Haryana,Sirsa,Rajender Sirsa,SC,IND,6448,0.47
Haryana,Sirsa,Vinod Kumar Sirkiband (Gihara),SC,IND,3839,0.28
Haryana,Sirsa,Virender Singh,SC,IND,878,0.06
Haryana,Sirsa,Surender Kumar,SC,IND,1186,0.09
Haryana,Sirsa,Surajmal Athwal,SC,IND,2403,0.18
Haryana,Sirsa,NOTA,,NOTA,4339,0.32
Haryana,Hisar,BRIJENDRA SINGH,GENERAL,BJP,603289,51.04
Haryana,Hisar,BHAVYA BISHNOI,GENERAL,INC,184369,15.60
Haryana,Hisar,SUKHBIR SINGH,GENERAL,CPIM,9150,0.77
Haryana,Hisar,SURINDER SHARMA,GENERAL,BSP,45190,3.82
Haryana,Hisar,SURESH KOTH,GENERAL,INLD,9761,0.83
Haryana,Hisar,JAI BHAGWAN,SC,BMUP,2093,0.18
Haryana,Hisar,DARA SINGH,SC,BHTJP,1269,0.11
Haryana,Hisar,DUSHYANT CHAUTALA,GENERAL,JNJP,289221,24.47
Haryana,Hisar,PAWAN FOUJI,SC,RABSP,1777,0.15
Haryana,Hisar,VIKAS GODARA,GENERAL,RasLP,893,0.08
Haryana,Hisar,SHASHI BHARAT BHUSHAN,GENERAL,PSPL,417,0.04
Haryana,Hisar,SANDEEP,GENERAL,BHAPRAP,521,0.04
Haryana,Hisar,KAKA SAHIL THAKRAL,GENERAL,SPAKP,770,0.07
Haryana,Hisar,ANOOP MEHTA,GENERAL,IND,998,0.08
Haryana,Hisar,ATAM PARKASH,GENERAL,IND,1207,0.10
Haryana,Hisar,KULDEEP BHUKKAL,SC,IND,5334,0.45
Haryana,Hisar,DEEPAK,GENERAL,IND,5867,0.50
Haryana,Hisar,PYARELAL CHOHAN ADVOCATE,SC,IND,930,0.08
Haryana,Hisar,PARDEEP KUMAR,GENERAL,IND,522,0.04
Haryana,Hisar,BAJRANG VATS,GENERAL,IND,808,0.07
Haryana,Hisar,BIJENDER,GENERAL,IND,459,0.04
Haryana,Hisar,MANGE RAM VERMA,GENERAL,IND,993,0.08
Haryana,Hisar,SHAMSHER SINGH,GENERAL,IND,485,0.04
Haryana,Hisar,SALEEM DIN,GENERAL,IND,6339,0.54
Haryana,Hisar,SUDHIR GODARA,GENERAL,IND,3757,0.32
Haryana,Hisar,SUMIT KUMAR,GENERAL,IND,493,0.04
Haryana,Hisar,NOTA,,NOTA,2957,0.25
Haryana,Karnal,Kuldip Sharma,GENERAL,INC,255452,19.63
Haryana,Karnal,Dharmvir Padha,GENERAL,INLD,15797,1.21
Haryana,Karnal,Pankaj,GENERAL,BSP,67183,5.16
Haryana,Karnal,Sanjay Bhatia,GENERAL,BJP,911594,70.04
Haryana,Karnal,Ankur,GENERAL,AAPP,2789,0.21
Haryana,Karnal,Anil Kumar,SC,JJJKP,1243,0.10
Haryana,Karnal,Ishwar Chand Salwan,SC,AJNSP,551,0.04
Haryana,Karnal,Ishwar Sharma,GENERAL,RasLP,808,0.06
Haryana,Karnal,Kitab Singh,SC,PPID,2118,0.16
Haryana,Karnal,Krishan Kumar Aggarwal,GENERAL,AAAP,22084,1.70
Haryana,Karnal,Tilak Raj,GENERAL,RGD,774,0.06
Haryana,Karnal,Dinesh Sharma,GENERAL,SHS,1731,0.13
Haryana,Karnal,Naresh Kumar,SC,PSPL,2340,0.18
Haryana,Karnal,Vicky Chinalya,SC,SNP,3318,0.25
Haryana,Karnal,Jagdish,GENERAL,IND,1186,0.09
Haryana,Karnal,Parmod Sharma,GENERAL,IND,6291,0.48
Haryana,Karnal,NOTA,,NOTA,5463,0.42
Haryana,Sonipat,BHUPINDER SINGH HOODA,GENERAL,INC,422800,37.38
Haryana,Sonipat,RAMESH CHANDER KAUSHIK,GENERAL,BJP,587664,51.95
Haryana,Sonipat,SURENDER KUMAR CHHIKARA,GENERAL,INLD,9149,0.81
Haryana,Sonipat,KUSUM PARASHAR,GENERAL,MYSP,605,0.05
Haryana,Sonipat,DIGVIJAY SINGH CHAUTALA,GENERAL,JNJP,51162,4.52
Haryana,Sonipat,SANT DHARAMVEER CHOTIWALA,GENERAL,BAHUMP,357,0.03
Haryana,Sonipat,COMRADE BALBEER SINGH,SC,SUCI(C),871,0.08
Haryana,Sonipat,MANISH,GENERAL,AAPP,309,0.03
Haryana,Sonipat,MAHAVEER,GENERAL,RMEP,509,0.04
Haryana,Sonipat,MOHAN,GENERAL,AIFB,392,0.03
Haryana,Sonipat,RAJ BALA SAINI,GENERAL,LTSP,35046,3.10
Haryana,Sonipat,RAJESH SHARMA,GENERAL,PSPL,430,0.04
Haryana,Sonipat,RAMDIYA,GENERAL,SNP,1709,0.15
Haryana,Sonipat,SUKHMANDAR SINGH KHARB,GENERAL,RJAVP,535,0.05
Haryana,Sonipat,SUDHIR KUMAR,SC,BHAPRAP,1589,0.14
Haryana,Sonipat,ANIL KUMAR,GENERAL,IND,1975,0.17
Haryana,Sonipat,ASHWANI,GENERAL,IND,1544,0.14
Haryana,Sonipat,KARAN SINGH,GENERAL,IND,1162,0.10
Haryana,Sonipat,DR. JAGBIR SINGH,SC,IND,383,0.03
Haryana,Sonipat,JAI PRAKASH,GENERAL,IND,196,0.02
Haryana,Sonipat,DHARAMBIR,SC,IND,500,0.04
Haryana,Sonipat,PARDEEP CHAHAL,GENERAL,IND,128,0.01
Haryana,Sonipat,BIJENDER,GENERAL,IND,236,0.02
Haryana,Sonipat,BIJENDER KUMAR,SC,IND,256,0.02
Haryana,Sonipat,MASTER RAMESH KHATRI LAMBARDAR,GENERAL,IND,1701,0.15
Haryana,Sonipat,RAVINDER KUMAR,GENERAL,IND,290,0.03
Haryana,Sonipat,SHIYANAND TYAGI,GENERAL,IND,259,0.02
Haryana,Sonipat,SATINDER RATHI,GENERAL,IND,385,0.03
Haryana,Sonipat,SATISH RAJ DESWAL,GENERAL,IND,4926,0.44
Haryana,Sonipat,NOTA,,NOTA,2464,0.22
Haryana,Rohtak,ARVIND KUMAR SHARMA,GENERAL,BJP,573845,46.84
Haryana,Rohtak,KISHAN LAL PANCHAL,GENERAL,BSP,38364,3.13
Haryana,Rohtak,DEEPENDER SINGH HOODA,GENERAL,INC,566342,46.23
Haryana,Rohtak,DHARAMVIR,GENERAL,INLD,7158,0.58
Haryana,Rohtak,IMRAN,GENERAL,BHAPRAP,369,0.03
Haryana,Rohtak,JAIKARAN MANDAUTHI,GENERAL,SUCI(C),1030,0.08
Haryana,Rohtak,PRADEEP KUMAR DESWAL,GENERAL,JNJP,21211,1.73
Haryana,Rohtak,MANJU DEVI,GENERAL,PSPL,313,0.03
Haryana,Rohtak,RAJBIR,GENERAL,AAPP,183,0.01
Haryana,Rohtak,SUKHBIR,GENERAL,DSPVAD,422,0.03
Haryana,Rohtak,Ashok Kumar,GENERAL,IND,225,0.02
Haryana,Rohtak,INDERJEET,GENERAL,IND,277,0.02
Haryana,Rohtak,Krishan,GENERAL,IND,338,0.03
Haryana,Rohtak,PARVEEN KUMAR,GENERAL,IND,1101,0.09
Haryana,Rohtak,RAM KISHAN SAIN,GENERAL,IND,767,0.06
Haryana,Rohtak,RAMBIR,GENERAL,IND,2447,0.20
Haryana,Rohtak,VINAY,GENERAL,IND,2739,0.22
Haryana,Rohtak,SATYAVIR SINGH,SC,IND,439,0.04
Haryana,Rohtak,NOTA,,NOTA,3001,0.24
Haryana,Bhiwani-Mahendragarh,Dharambir Singh S/o Bhale Ram,GENERAL,BJP,736699,63.19
Haryana,Bhiwani-Mahendragarh,Balwan Singh,GENERAL,INLD,8065,0.69
Haryana,Bhiwani-Mahendragarh,Shruti Choudhry,GENERAL,INC,292236,25.07
Haryana,Bhiwani-Mahendragarh,Mohd Irfan,GENERAL,BHAPRAP,1601,0.14
Haryana,Bhiwani-Mahendragarh,Comrade Om Parkash,SC,SUCI(C),1093,0.09
Haryana,Bhiwani-Mahendragarh,Kundan Kumar,SC,RPI,443,0.04
Haryana,Bhiwani-Mahendragarh,Ramesh Rao Pilot,GENERAL,LTSP,20234,1.74
Haryana,Bhiwani-Mahendragarh,Satbir,SC,AAPP,433,0.04
Haryana,Bhiwani-Mahendragarh,Salesh Kumar,SC,PSPL,480,0.04
Haryana,Bhiwani-Mahendragarh,Bhai Surender Dhanak,SC,BHTJP,940,0.08
Haryana,Bhiwani-Mahendragarh,Swati Yadav,GENERAL,JNJP,84956,7.29
Haryana,Bhiwani-Mahendragarh,Jagat Singh,GENERAL,IND,732,0.06
Haryana,Bhiwani-Mahendragarh,Dharambir Singh S/0 Fateh Singh,GENERAL,IND,1260,0.11
Haryana,Bhiwani-Mahendragarh,Rajnish Kumar,SC,IND,1397,0.12
Haryana,Bhiwani-Mahendragarh,Ram Kishan,GENERAL,IND,625,0.05
Haryana,Bhiwani-Mahendragarh,Lalit,GENERAL,IND,2938,0.25
Haryana,Bhiwani-Mahendragarh,Vinod Kumar,GENERAL,IND,2653,0.23
Haryana,Bhiwani-Mahendragarh,Satya Pal,GENERAL,IND,505,0.04
Haryana,Bhiwani-Mahendragarh,Sudhir Kumar,GENERAL,IND,883,0.08
Haryana,Bhiwani-Mahendragarh,Suresh Chand,SC,IND,587,0.05
Haryana,Bhiwani-Mahendragarh,Happy Singh,GENERAL,IND,314,0.03
Haryana,Bhiwani-Mahendragarh,NOTA,,NOTA,2041,0.18
Haryana,Gurgaon,CAPT. AJAY SINGH,GENERAL,INC,495290,34.20
Haryana,Gurgaon,RAO INDERJIT SINGH,GENERAL,BJP,881546,60.88
Haryana,Gurgaon,CHAUDHARY RAIS AHMAD,GENERAL,BSP,26756,1.85
Haryana,Gurgaon,VIRENDAR RANA,GENERAL,INLD,9911,0.68
Haryana,Gurgaon,DR. ABDUL LATIF (MIYA JI),GENERAL,VoP,454,0.03
Haryana,Gurgaon,FOJI JAI KAWAR TYAGI (DIKSHIT),GENERAL,DKSP,346,0.02
Haryana,Gurgaon,JAWAHAR SINGH PAHAL,GENERAL,BSCP,309,0.02
Haryana,Gurgaon,COLONEL DHARAM PAL SINGH RAGHAVA,GENERAL,RaNP,658,0.05
Haryana,Gurgaon,ADVOCATE PARVEEN YADAV WAZIRABAD,GENERAL,ABJS,1027,0.07
Haryana,Gurgaon,PAWAN KUMAR,GENERAL,SHS,1281,0.09
Haryana,Gurgaon,DR. MEHMOOD KHAN,GENERAL,JNJP,8993,0.62
Haryana,Gurgaon,MAHABIR MEHRA CHHILARKI,SC,PPID,1061,0.07
Haryana,Gurgaon,RAMESH KUMAR,GENERAL,RASAP,527,0.04
Haryana,Gurgaon,RAMESH CHAND,SC,BMUP,940,0.06
Haryana,Gurgaon,VINOD KUMAR,SC,AAPP,1203,0.08
Haryana,Gurgaon,COMRADE SARWAN KUMAR,GENERAL,SUCI(C),2766,0.19
Haryana,Gurgaon,HANS KUMAR,GENERAL,RRP,1868,0.13
Haryana,Gurgaon,CHOWKIDAR ANJAN DEVESHWAR,GENERAL,IND,1783,0.12
Haryana,Gurgaon,AZAD SINGH NANGALIA,SC,IND,423,0.03
Haryana,Gurgaon,RAO INDERJEET,GENERAL,IND,1342,0.09
Haryana,Gurgaon,KUSHESHWAR BHAGAT,GENERAL,IND,434,0.03
Haryana,Gurgaon,PAWAN NEHRA,GENERAL,IND,298,0.02
Haryana,Gurgaon,VIRENDER,GENERAL,IND,259,0.02
Haryana,Gurgaon,SUDESH KUMAR,SC,IND,1645,0.11
Haryana,Gurgaon,NOTA,,NOTA,5389,0.37
Haryana,Faridabad,AVTAR SINGH BHADANA,GENERAL,INC,274983,20.70
Haryana,Faridabad,KRISHAN PAL,GENERAL,BJP,913222,68.76
Haryana,Faridabad,MANDHIR MAAN,GENERAL,BSP,86752,6.53
Haryana,Faridabad,MAHENDER SINGH CHAUHAN,GENERAL,INLD,12070,0.91
Haryana,Faridabad,BAUDHACHARYA KHAJAN SINGH GAUTAM,SC,RPIE,463,0.03
Haryana,Faridabad,CHAUDHARY DAYACHAND,GENERAL,BSCP,339,0.03
Haryana,Faridabad,DEEPAK GAUR,GENERAL,AVIRP,471,0.04
Haryana,Faridabad,PANDIT NAVIN JAIHIND,GENERAL,AAAP,11112,0.84
Haryana,Faridabad,PRADEEP KUMAR,GENERAL,ToP,330,0.02
Haryana,Faridabad,MAHESH PRATAP SHARMA,GENERAL,RVP,477,0.04
Haryana,Faridabad,MUKESH KUMAR SINGH,GENERAL,LPSP,478,0.04
Haryana,Faridabad,RAKESH KUMAR,GENERAL,AAPP,451,0.03
Haryana,Faridabad,RAMKISHAN GOLA,GENERAL,AIFB,1131,0.09
Haryana,Faridabad,RUBY,GENERAL,HCP,1192,0.09
Haryana,Faridabad,LEKHRAM DABANG,SC,BMUP,4773,0.36
Haryana,Faridabad,VIJENDERA KASANA,GENERAL,BKNP,2688,0.20
Haryana,Faridabad,SHYAMVIR,GENERAL,RasLP,3961,0.30
Haryana,Faridabad,SAHIRAM RAWAT,GENERAL,VoP,2024,0.15
Haryana,Faridabad,Adv. HARI SHANKAR RAJVANS,SC,ABD,716,0.05
Haryana,Faridabad,HARI CHAND,SC,PPID,1370,0.10
Haryana,Faridabad,AMIT SINGH PATEL,GENERAL,IND,371,0.03
Haryana,Faridabad,TIKARAM HOODA,GENERAL,IND,249,0.02
Haryana,Faridabad,BOBBY KATARIA,GENERAL,IND,393,0.03
Haryana,Faridabad,MANOJ CHOUDHARY,GENERAL,IND,439,0.03
Haryana,Faridabad,C A SHUKLA,GENERAL,IND,389,0.03
Haryana,Faridabad,SANJAY MAURYA,GENERAL,IND,802,0.06
Haryana,Faridabad,Dr K P SINGH,SC,IND,663,0.05
Haryana,Faridabad,NOTA,,NOTA,4986,0.38
Himachal Pradesh,Kangra,Kishan Kapoor,ST,BJP,725218,71.84
Himachal Pradesh,Kangra,Dr. Kehar Singh,SC,BSP,8866,0.88
Himachal Pradesh,Kangra,Pawan Kajal,GENERAL,INC,247595,24.53
Himachal Pradesh,Kangra,Prem Chand Vishvakarma,GENERAL,NED,2371,0.23
Himachal Pradesh,Kangra,Dr. Swaroop Singh Rana,GENERAL,SWAP,959,0.09
Himachal Pradesh,Kangra,Subhash Chand,GENERAL,HIMJKP,970,0.10
Himachal Pradesh,Kangra,Chander Bhan (Baabla),SC,IND,564,0.06
Himachal Pradesh,Kangra,Col. Narinder Pathania,GENERAL,IND,908,0.09
Himachal Pradesh,Kangra,Nisha Katoch,GENERAL,IND,1398,0.14
Himachal Pradesh,Kangra,Bachan Singh Rana,GENERAL,IND,2240,0.22
Himachal Pradesh,Kangra,Dr. Sanjiv Guleria,GENERAL,IND,4573,0.45
Himachal Pradesh,Kangra,NOTA,,NOTA,11327,1.12
Himachal Pradesh,Mandi,AASHRAY SHARMA,GENERAL,INC,241730,25.63
Himachal Pradesh,Mandi,DALEEP SINGH KAITH,GENERAL,CPIM,14838,1.57
Himachal Pradesh,Mandi,RAM SWAROOP SHARMA,GENERAL,BJP,647189,68.62
Himachal Pradesh,Mandi,SES RAM,SC,BSP,9060,0.96
Himachal Pradesh,Mandi,KARTAR CHAND,GENERAL,SWAP,880,0.09
Himachal Pradesh,Mandi,KHEM CHAND,SC,PPID,511,0.05
Himachal Pradesh,Mandi,CHANDERMANI,GENERAL,AIFB,505,0.05
Himachal Pradesh,Mandi,MEHAR SINGH,SC,RADM,583,0.06
Himachal Pradesh,Mandi,RAJENDER SURYAVANSHI,SC,APoI,1872,0.20
Himachal Pradesh,Mandi,SHIV LAL THAKUR,GENERAL,BSCP,751,0.08
Himachal Pradesh,Mandi,GUMAN SINGH,ST,IND,2344,0.25
Himachal Pradesh,Mandi,GHANSHYAM CHAND THAKUR,GENERAL,IND,775,0.08
Himachal Pradesh,Mandi,COL. THAKUR SINGH,GENERAL,IND,1596,0.17
Himachal Pradesh,Mandi,DEV RAJ BHARDWAJ,GENERAL,IND,3653,0.39
Himachal Pradesh,Mandi,DHARMENDER SINGH THAKUR,GENERAL,IND,1860,0.20
Himachal Pradesh,Mandi,BRIJ GOPAL,GENERAL,IND,4087,0.43
Himachal Pradesh,Mandi,SUBHASH MOHAN SNEHI,GENERAL,IND,3839,0.41
Himachal Pradesh,Mandi,NOTA,,NOTA,5298,0.56
Himachal Pradesh,Hamirpur,ANURAG SINGH THAKUR,GENERAL,BJP,682692,68.81
Himachal Pradesh,Hamirpur,DESH RAJ,SC,BSP,7095,0.72
Himachal Pradesh,Hamirpur,RAM LAL THAKUR,GENERAL,INC,283120,28.54
Himachal Pradesh,Hamirpur,KRISHAN GOPAL,GENERAL,SatBP,2319,0.23
Himachal Pradesh,Hamirpur,TULSI RAM SHARMA,GENERAL,AIFB,775,0.08
Himachal Pradesh,Hamirpur,RAM SINGH SHUKLA,SC,BMUP,473,0.05
Himachal Pradesh,Hamirpur,ASHISH KUMAR,GENERAL,IND,330,0.03
Himachal Pradesh,Hamirpur,ASHOK SHARMA,GENERAL,IND,412,0.04
Himachal Pradesh,Hamirpur,PARVEEN THAKUR,GENERAL,IND,699,0.07
Himachal Pradesh,Hamirpur,RADHA KRISHAN NAROTRA,SC,IND,1420,0.14
Himachal Pradesh,Hamirpur,VIKASH KUMAR,GENERAL,IND,1404,0.14
Himachal Pradesh,Hamirpur,NOTA,,NOTA,8026,0.81
Himachal Pradesh,Shimla,DHANI RAM SHANDIL,SC,INC,278668,30.45
Himachal Pradesh,Shimla,VIKRAM SINGH,SC,BSP,7759,0.85
Himachal Pradesh,Shimla,SURESH KUMAR KASHYAP,SC,BJP,606182,66.24
Himachal Pradesh,Shimla,MANOJ RAGHUVANSHI,SC,AIFB,5817,0.64
Himachal Pradesh,Shimla,SHAMSHER SINGH,SC,RADM,3216,0.35
Himachal Pradesh,Shimla,RAVI KUMAR DALIT,SC,IND,3608,0.39
Himachal Pradesh,Shimla,NOTA,,NOTA,8357,0.91
Jammu & Kashmir,Baramulla,JAHANGIR KHAN,GENERAL,JKNPP,4329,0.95
Jammu & Kashmir,Baramulla,ABDUL QAYOOM WANI,GENERAL,JKPDP,53530,11.74
Jammu & Kashmir,Baramulla,HAJI FAROOQ AHMAD MIR,GENERAL,INC,34532,7.57
Jammu & Kashmir,Baramulla,MOHAMMAD AKBAR LONE,GENERAL,JKN,133426,29.26
Jammu & Kashmir,Baramulla,MOHD MAQBOOL WAR,GENERAL,BJP,7894,1.73
Jammu & Kashmir,Baramulla,RAJA AIJAZ ALI,GENERAL,JPC,103193,22.63
Jammu & Kashmir,Baramulla,JAVID AHMAD QURESHI,GENERAL,IND,3383,0.74
Jammu & Kashmir,Baramulla,SYED NAJEEB SHAH NAQVI,GENERAL,IND,4967,1.09
Jammu & Kashmir,Baramulla,ENGINEER RASHID,GENERAL,IND,102168,22.41
Jammu & Kashmir,Baramulla,NOTA,,NOTA,8128,1.78
Jammu & Kashmir,Srinagar,Sheikh Khalid Jehangir,GENERAL,BJP,4631,2.48
Jammu & Kashmir,Srinagar,Aga Syed Mohsin,GENERAL,PDP,36700,19.64
Jammu & Kashmir,Srinagar,Abdual Rashid Ganie,GENERAL,JKNPP,791,0.42
Jammu & Kashmir,Srinagar,Farooq Abdullah,GENERAL,JKN,106750,57.13
Jammu & Kashmir,Srinagar,Showkat Hussain Khan,GENERAL,JD(U),1250,0.67
Jammu & Kashmir,Srinagar,Abdul Khaliq Bhat,GENERAL,SHS,578,0.31
Jammu & Kashmir,Srinagar,Irfan Raza Ansari,GENERAL,JPC,28773,15.40
Jammu & Kashmir,Srinagar,Nazir Ahmad Lone,GENERAL,RaJPa,506,0.27
Jammu & Kashmir,Srinagar,Nazir Ahmad Sofi,GENERAL,MaNPa,1507,0.81
Jammu & Kashmir,Srinagar,Bilal Sultan,GENERAL,IND,1630,0.87
Jammu & Kashmir,Srinagar,Sajjad Ahmad Dar,GENERAL,IND,613,0.33
Jammu & Kashmir,Srinagar,Abdul Rashid Banday,GENERAL,IND,1537,0.82
Jammu & Kashmir,Srinagar,NOTA,,NOTA,1566,0.84
Jammu & Kashmir,Anantnag,HASNAIN MASOODI,GENERAL,JKN,40180,32.02
Jammu & Kashmir,Anantnag,GHULAM AHMAD MIR,GENERAL,INC,33504,26.70
Jammu & Kashmir,Anantnag,MEHBOOBA MUFTI,GENERAL,JKPDP,30524,24.33
Jammu & Kashmir,Anantnag,NISAR AHMAD WANI,GENERAL,JKNPP,589,0.47
Jammu & Kashmir,Anantnag,SOFI YOUSUF,GENERAL,BJP,10225,8.15
Jammu & Kashmir,Anantnag,SURINDER SINGH,GENERAL,PSPL,217,0.17
Jammu & Kashmir,Anantnag,SANJAY KUMAR DHAR,GENERAL,MaNPa,677,0.54
Jammu & Kashmir,Anantnag,CH. ZAFFAR ALI,ST,JPC,1646,1.31
Jammu & Kashmir,Anantnag,IMTIYAZ AHMAD RATHER,GENERAL,IND,382,0.30
Jammu & Kashmir,Anantnag,RIDWANA SANAM,GENERAL,IND,455,0.36
Jammu & Kashmir,Anantnag,RIYAZ AHMAD BHAT,GENERAL,IND,194,0.15
Jammu & Kashmir,Anantnag,ZUBAIR MASOODI,GENERAL,IND,547,0.44
Jammu & Kashmir,Anantnag,MIRZA SAJAD HUSSAIN BEIGH,GENERAL,IND,425,0.34
Jammu & Kashmir,Anantnag,SHAMS KHWAJA,GENERAL,IND,760,0.61
Jammu & Kashmir,Anantnag,ALI MOHAMMAD WANI,GENERAL,IND,814,0.65
Jammu & Kashmir,Anantnag,GH. MOHD. WANI,GENERAL,IND,1369,1.09
Jammu & Kashmir,Anantnag,KYASIR AHMAD SHEIKH,GENERAL,IND,847,0.68
Jammu & Kashmir,Anantnag,MANZOOR AHMAD KHAN,GENERAL,IND,604,0.48
Jammu & Kashmir,Anantnag,NOTA,,NOTA,937,0.75
Jammu & Kashmir,Ladakh,Jamyang Tsering Namgyal,ST,BJP,42914,33.70
Jammu & Kashmir,Ladakh,Rigzin Spalbar,ST,INC,21241,16.68
Jammu & Kashmir,Ladakh,Asgar Ali Karbalai,ST,IND,29365,23.06
Jammu & Kashmir,Ladakh,Sajjad Hussain,ST,IND,31984,25.12
Jammu & Kashmir,Ladakh,NOTA,,NOTA,922,0.72
Jammu & Kashmir,Udhampur,TILAK RAJ BHAGAT,SC,BSP,16601,1.40
Jammu & Kashmir,Udhampur,DR. JITENDRA SINGH,GENERAL,BJP,724311,61.24
Jammu & Kashmir,Udhampur,VIKRAMADITYA SINGH,GENERAL,INC,367059,31.04
Jammu & Kashmir,Udhampur,HARSH DEV SINGH,GENERAL,JKNPP,24319,2.06
Jammu & Kashmir,Udhampur,LAL SINGH,GENERAL,DSSP,19049,1.61
Jammu & Kashmir,Udhampur,MOHD AYUB,GENERAL,NRCP,1673,0.14
Jammu & Kashmir,Udhampur,MEENAKSHI,GENERAL,SHS,1660,0.14
Jammu & Kashmir,Udhampur,BANSI LAL,GENERAL,IND,1307,0.11
Jammu & Kashmir,Udhampur,RAKESH MUDGAL,GENERAL,IND,1607,0.14
Jammu & Kashmir,Udhampur,SHABER AHMED,GENERAL,IND,4442,0.38
Jammu & Kashmir,Udhampur,GARIB SINGH,GENERAL,IND,4984,0.42
Jammu & Kashmir,Udhampur,FIRDOUS AHMED BAWANI,GENERAL,IND,5543,0.47
Jammu & Kashmir,Udhampur,NOTA,,NOTA,7568,0.64
Jammu & Kashmir,Jammu,Badri Nath,SC,BSP,14276,0.96
Jammu & Kashmir,Jammu,Prof. Bhim Singh,GENERAL,JKNPP,4016,0.27
Jammu & Kashmir,Jammu,Jugal Kishore,GENERAL,BJP,858066,57.81
Jammu & Kashmir,Jammu,Raman Bhalla,GENERAL,INC,555191,37.40
Jammu & Kashmir,Jammu,Javaid Ahmed,ST,AIFB,3866,0.26
Jammu & Kashmir,Jammu,Sushil Kumar,GENERAL,HND,1281,0.09
Jammu & Kashmir,Jammu,Syed Aqib Hussain,GENERAL,INDPP,1723,0.12
Jammu & Kashmir,Jammu,Gursagar Singh,GENERAL,NRCP,1103,0.07
Jammu & Kashmir,Jammu,Lal Singh,GENERAL,DSSP,7539,0.51
Jammu & Kashmir,Jammu,Mohd Younis,ST,JKPPAP,1612,0.11
Jammu & Kashmir,Jammu,Manish Sahni,GENERAL,SHS,1192,0.08
Jammu & Kashmir,Jammu,Ajay Kumar,GENERAL,IND,941,0.06
Jammu & Kashmir,Jammu,Anil Singh,GENERAL,IND,2131,0.14
Jammu & Kashmir,Jammu,Balwan Singh,GENERAL,IND,2194,0.15
Jammu & Kashmir,Jammu,Bahadur,GENERAL,IND,1201,0.08
Jammu & Kashmir,Jammu,Perseen Singh,GENERAL,IND,2612,0.18
Jammu & Kashmir,Jammu,Tarseem Lal Khullar,SC,IND,2384,0.16
Jammu & Kashmir,Jammu,Rajiv Chuni,GENERAL,IND,1269,0.09
Jammu & Kashmir,Jammu,Subash Chander,SC,IND,3739,0.25
Jammu & Kashmir,Jammu,Satish Poonchi,GENERAL,IND,3077,0.21
Jammu & Kashmir,Jammu,Sakander Ahmad Nourani,GENERAL,IND,1428,0.10
Jammu & Kashmir,Jammu,Syed Zeshan Haider,GENERAL,IND,1582,0.11
Jammu & Kashmir,Jammu,Shazad Shabnam,GENERAL,IND,1009,0.07
Jammu & Kashmir,Jammu,Er. Ghulam Mustafa Chowdhary,ST,IND,2745,0.18
Jammu & Kashmir,Jammu,NOTA,,NOTA,2618,0.18
Karnataka,Chikkodi,ANNASAHEB SHANKAR JOLLE,GENERAL,BJP,645017,52.89
Karnataka,Chikkodi,PRAKASH BABANNA HUKKERI,GENERAL,INC,526140,43.14
